時間	偽造貨幣	偽造度量衡	偽證	誣告	湮滅證據	藏匿頂替	脫逃	違反槍砲彈藥刀械管制條例	其他
97年 12月	0	0	0	 2 	0	0	0	 5 	 20 
98年	 4 	0	0	 18 	0	0	0	 80 	 221 
98年 1月	0	0	0	0	0	0	0	 12 	 17 
98年 2月	 1 	0	0	 2 	0	0	0	 7 	 28 
98年 3月	0	0	0	 5 	0	0	0	 3 	 28 
98年 4月	 1 	0	0	0	0	0	0	 6 	 32 
98年 5月	0	0	0	 1 	0	0	0	 10 	 6 
98年 6月	0	0	0	 3 	0	0	0	 8 	 18 
98年 7月	 1 	0	0	0	0	0	0	 9 	 17 
98年 8月	0	0	0	 1 	0	0	0	 4 	 32 
98年 9月	0	0	0	0	0	0	0	 8 	 11 
98年 10月	 1 	0	0	 1 	0	0	0	 4 	 11 
98年 11月	0	0	0	 2 	0	0	0	 5 	 17 
98年 12月	0	0	0	 3 	0	0	0	 4 	 4 
99年	 3 	0	0	 15 	0	 3 	0	 63 	 212 
99年 1月	0	0	0	0	0	0	0	 4 	 10 
99年 2月	0	0	0	0	0	 1 	0	 5 	 24 
99年 3月	0	0	0	 1 	0	 1 	0	 6 	 20 
99年 4月	0	0	0	 2 	0	0	0	 5 	 10 
99年 5月	0	0	0	 2 	0	0	0	 5 	 15 
99年 6月	0	0	0	 3 	0	0	0	 5 	 11 
99年 7月	0	0	0	 1 	0	0	0	 4 	 31 
99年 8月	0	0	0	 2 	0	0	0	 4 	 33 
99年 9月	 1 	0	0	 3 	0	0	0	 6 	 20 
99年 10月	0	0	0	 1 	0	 1 	0	 8 	 19 
99年 11月	 1 	0	0	0	0	0	0	 10 	 10 
99年 12月	 1 	0	0	0	0	0	0	 1 	 9 
100年	0	0	0	0	0	0	0	0	0
100年 1月	0	0	0	0	0	0	0	0	0
100年 2月	0	0	0	0	0	0	0	0	0
100年 3月	0	0	0	0	0	0	0	0	0
100年 4月	0	0	0	0	0	0	0	0	0
100年 5月	0	0	0	0	0	0	0	0	0
100年 6月	0	0	0	0	0	0	0	0	0
100年 7月	0	0	0	0	0	0	0	0	0
100年 8月	0	0	0	0	0	0	0	0	0
100年 9月	0	0	0	0	0	0	0	0	0
100年 10月	0	0	0	0	0	0	0	0	0
100年 11月	0	0	0	0	0	0	0	0	0
100年 12月	0	0	0	0	0	0	0	0	0
101年	0	0	0	0	0	0	0	0	0
101年 1月	0	0	0	0	0	0	0	0	0
101年 2月	0	0	0	0	0	0	0	0	0
101年 3月	0	0	0	0	0	0	0	0	0
101年 4月	0	0	0	0	0	0	0	0	0
101年 5月	0	0	0	0	0	0	0	0	0
101年 6月	0	0	0	0	0	0	0	0	0
101年 7月	0	0	0	0	0	0	0	0	0
101年 8月	0	0	0	0	0	0	0	0	0
101年 9月	0	0	0	0	0	0	0	0	0
101年 10月	0	0	0	0	0	0	0	0	0
101年 11月	0	0	0	0	0	0	0	0	0
101年 12月	0	0	0	0	0	0	0	0	0
102年	0	0	0	0	0	0	0	0	0
102年 1月	0	0	0	0	0	0	0	0	0
102年 2月	0	0	0	0	0	0	0	0	0
102年 3月	0	0	0	0	0	0	0	0	0
102年 4月	0	0	0	0	0	0	0	0	0
102年 5月	0	0	0	0	0	0	0	0	0
102年 6月	0	0	0	0	0	0	0	0	0
102年 7月	0	0	0	0	0	0	0	0	0
102年 8月	0	0	0	0	0	0	0	0	0
102年 9月	0	0	0	0	0	0	0	0	0
102年 10月	0	0	0	0	0	0	0	0	0
102年 11月	0	0	0	0	0	0	0	0	0
102年 12月	0	0	0	0	0	0	0	0	0
103年	0	0	0	0	0	0	0	0	0
103年 1月	0	0	0	0	0	0	0	0	0
103年 2月	0	0	0	0	0	0	0	0	0
103年 3月	0	0	0	0	0	0	0	0	0
103年 4月	0	0	0	0	0	0	0	0	0
103年 5月	0	0	0	0	0	0	0	0	0
103年 6月	0	0	0	0	0	0	0	0	0
103年 7月	0	0	0	0	0	0	0	0	0
103年 8月	0	0	0	0	0	0	0	0	0
103年 9月	0	0	0	0	0	0	0	0	0
103年 10月	0	0	0	0	0	0	0	0	0
103年 11月	0	0	0	0	0	0	0	0	0
103年 12月	0	0	0	0	0	0	0	0	0
104年	0	0	0	0	0	0	0	0	0
104年 1月	0	0	0	0	0	0	0	0	0
104年 2月	0	0	0	0	0	0	0	0	0
104年 3月	0	0	0	0	0	0	0	0	0
104年 4月	0	0	0	0	0	0	0	0	0
104年 5月	0	0	0	0	0	0	0	0	0
104年 6月	0	0	0	0	0	0	0	0	0
104年 7月	0	0	0	0	0	0	0	0	0
104年 8月	0	0	0	0	0	0	0	0	0
104年 9月	0	0	0	0	0	0	0	0	0
104年 10月	0	0	0	0	0	0	0	0	0
104年 11月	0	0	0	0	0	0	0	0	0
104年 12月	0	0	0	0	0	0	0	0	0
105年	0	0	0	0	0	0	0	0	0
105年 1月	0	0	0	0	0	0	0	0	0
105年 2月	0	0	0	0	0	0	0	0	0
105年 3月	0	0	0	0	0	0	0	0	0
105年 4月	0	0	0	0	0	0	0	0	0
105年 5月	0	0	0	0	0	0	0	0	0
105年 6月	0	0	0	0	0	0	0	0	0
105年 7月	0	0	0	0	0	0	0	0	0
105年 8月	0	0	0	0	0	0	0	0	0
105年 9月	0	0	0	0	0	0	0	0	0
105年 10月	0	0	0	0	0	0	0	0	0
105年 11月	0	0	0	0	0	0	0	0	0
105年 12月	0	0	0	0	0	0	0	0	0
