時間	妨害名譽	違反就業服務法	違反選罷法	妨害秘密	遺棄	違反貪污治罪條例	瀆職	懲治走私條例	妨害兵役
103年 9月	 2 	0	 1 	0	0	0	0	0	0
103年 10月	 5 	0	0	0	0	0	0	0	0
103年 11月	 7 	0	 9 	0	0	0	0	0	0
103年 12月	 5 	0	 33 	0	0	0	0	0	0
104年	 46 	0	 1 	 3 	 3 	0	0	0	0
104年 1月	 2 	0	0	0	0	0	0	0	0
104年 2月	 2 	0	0	0	 1 	0	0	0	0
104年 3月	 4 	0	 1 	 1 	 1 	0	0	0	0
104年 4月	 2 	0	0	0	0	0	0	0	0
104年 5月	 6 	0	0	0	0	0	0	0	0
104年 6月	 9 	0	0	0	0	0	0	0	0
104年 7月	 4 	0	0	 1 	0	0	0	0	0
104年 8月	 2 	0	0	 1 	0	0	0	0	0
104年 9月	 1 	0	0	0	 1 	0	0	0	0
104年 10月	 1 	0	0	0	0	0	0	0	0
104年 11月	 5 	0	0	0	0	0	0	0	0
104年 12月	 8 	0	0	0	0	0	0	0	0
105年	 70 	0	 3 	 5 	 3 	0	0	0	 2 
105年 1月	 3 	0	 3 	0	0	0	0	0	 1 
105年 2月	 4 	0	0	0	0	0	0	0	0
105年 3月	 3 	0	0	 1 	0	0	0	0	0
105年 4月	 7 	0	0	0	0	0	0	0	0
105年 5月	 7 	0	0	0	 1 	0	0	0	0
105年 6月	 7 	0	0	0	0	0	0	0	0
105年 7月	 6 	0	0	 1 	 2 	0	0	0	0
105年 8月	 10 	0	0	0	0	0	0	0	 1 
105年 9月	 4 	0	0	 1 	0	0	0	0	0
105年 10月	 7 	0	0	 1 	0	0	0	0	0
105年 11月	 5 	0	0	0	0	0	0	0	0
105年 12月	 7 	0	0	 1 	0	0	0	0	0
