時間	一般及機車竊盜	汽車竊盜	贓物	賭博	重傷害	一般傷害	詐欺背信	妨害自由	故意殺人
92年	 20,161 	 5,341 	 103 	 300 	 6 	 336 	 670 	 72 	 124 
92年 1月	 2,273 	 591 	 33 	 36 	0	 39 	 46 	 5 	 14 
92年 2月	 1,742 	 427 	 15 	 37 	 1 	 20 	 48 	 5 	 9 
92年 3月	 1,346 	 513 	 1 	 10 	0	 30 	 46 	 2 	 14 
92年 4月	 1,619 	 486 	 4 	 27 	 2 	 50 	 68 	 8 	 15 
92年 5月	 1,449 	 425 	 11 	 51 	0	 29 	 46 	 4 	 9 
92年 6月	 1,593 	 438 	 9 	 30 	0	 24 	 55 	 8 	 12 
92年 7月	 1,822 	 408 	 4 	 25 	 1 	 41 	 52 	 5 	 9 
92年 8月	 1,851 	 430 	 9 	 18 	0	 25 	 39 	 7 	 8 
92年 9月	 1,552 	 377 	 7 	 11 	 1 	 17 	 69 	 3 	 9 
92年 10月	 1,743 	 393 	 7 	 26 	0	 24 	 67 	 7 	 10 
92年 11月	 1,731 	 365 	 2 	 20 	0	 19 	 39 	 11 	 6 
92年 12月	 1,440 	 488 	 1 	 9 	 1 	 18 	 95 	 7 	 9 
93年	 21,545 	 6,507 	 85 	 388 	 9 	 169 	 1,457 	 61 	 141 
93年 1月	 1,615 	 442 	 10 	 27 	 1 	 9 	 40 	 1 	 11 
93年 2月	 1,493 	 487 	 9 	 22 	 1 	 16 	 81 	 5 	 8 
93年 3月	 1,421 	 536 	 5 	 55 	0	 20 	 63 	 4 	 14 
93年 4月	 1,814 	 537 	 6 	 16 	 1 	 10 	 86 	 6 	 4 
93年 5月	 1,932 	 552 	 10 	 17 	 1 	 15 	 169 	 2 	 8 
93年 6月	 1,888 	 469 	 4 	 55 	 1 	 14 	 151 	 9 	 15 
93年 7月	 1,942 	 491 	 13 	 22 	0	 14 	 125 	 9 	 9 
93年 8月	 1,788 	 515 	 3 	 37 	 1 	 14 	 123 	 5 	 11 
93年 9月	 1,843 	 583 	 2 	 49 	 1 	 20 	 165 	 5 	 15 
93年 10月	 2,073 	 648 	 6 	 30 	0	 18 	 171 	 4 	 13 
93年 11月	 2,054 	 685 	 12 	 42 	 1 	 15 	 168 	 4 	 18 
93年 12月	 1,682 	 562 	 5 	 16 	 1 	 4 	 115 	 7 	 15 
94年	 26,127 	 7,293 	 95 	 570 	 3 	 186 	 2,359 	 84 	 123 
94年 1月	 2,369 	 602 	 12 	 64 	0	 14 	 124 	 6 	 11 
94年 2月	 1,571 	 449 	 6 	 44 	 1 	 9 	 81 	 2 	 3 
94年 3月	 1,920 	 613 	 6 	 37 	0	 19 	 221 	 4 	 12 
94年 4月	 1,796 	 655 	 8 	 47 	0	 13 	 177 	 4 	 9 
94年 5月	 1,838 	 591 	 10 	 86 	0	 17 	 220 	 8 	 9 
94年 6月	 1,856 	 638 	 11 	 47 	0	 14 	 190 	 11 	 11 
94年 7月	 2,305 	 603 	 6 	 53 	 1 	 15 	 257 	 8 	 8 
94年 8月	 3,471 	 604 	 4 	 57 	0	 14 	 457 	 8 	 11 
94年 9月	 2,195 	 536 	 4 	 27 	0	 13 	 202 	 11 	 7 
94年 10月	 2,235 	 561 	 4 	 24 	0	 16 	 147 	 9 	 15 
94年 11月	 2,635 	 723 	 20 	 46 	0	 31 	 122 	 8 	 12 
94年 12月	 1,936 	 718 	 4 	 38 	 1 	 11 	 161 	 5 	 15 
95年	 24,669 	 5,505 	 165 	 1,264 	 11 	 1,123 	 2,982 	 226 	 166 
95年 1月	 2,333 	 601 	 18 	 127 	0	 9 	 266 	 4 	 15 
95年 2月	 1,783 	 510 	 16 	 291 	0	 10 	 389 	 4 	 6 
95年 3月	 1,748 	 525 	 3 	 154 	 2 	 18 	 86 	 3 	 14 
95年 4月	 1,817 	 527 	 13 	 45 	0	 26 	 120 	 5 	 17 
95年 5月	 1,788 	 435 	 8 	 38 	0	 33 	 137 	 14 	 12 
95年 6月	 1,851 	 412 	 9 	 36 	0	 35 	 217 	 14 	 8 
95年 7月	 2,300 	 457 	 13 	 70 	 2 	 38 	 299 	 8 	 12 
95年 8月	 2,605 	 553 	 34 	 79 	 2 	 41 	 327 	 11 	 17 
95年 9月	 2,046 	 472 	 10 	 57 	 2 	 34 	 284 	 13 	 16 
95年 10月	 2,104 	 373 	 5 	 41 	 1 	 47 	 162 	 20 	 14 
95年 11月	 2,286 	 382 	 25 	 211 	 2 	 688 	 460 	 92 	 28 
95年 12月	 2,008 	 258 	 11 	 115 	0	 144 	 235 	 38 	 7 
96年	 22,558 	 4,151 	 241 	 1,296 	 9 	 2,293 	 5,263 	 597 	 209 
96年 1月	 1,838 	 362 	 11 	 130 	 1 	 177 	 291 	 26 	 16 
96年 2月	 1,701 	 274 	 16 	 249 	 2 	 90 	 317 	 27 	 13 
96年 3月	 1,539 	 345 	 13 	 123 	 1 	 140 	 303 	 41 	 18 
96年 4月	 1,404 	 292 	 21 	 73 	 1 	 144 	 275 	 49 	 9 
96年 5月	 1,805 	 368 	 40 	 104 	0	 147 	 381 	 35 	 14 
96年 6月	 1,710 	 333 	 18 	 55 	0	 178 	 263 	 54 	 13 
96年 7月	 2,036 	 374 	 25 	 67 	 1 	 218 	 382 	 49 	 19 
96年 8月	 2,249 	 359 	 23 	 104 	 1 	 256 	 569 	 61 	 25 
96年 9月	 2,171 	 343 	 21 	 152 	0	 246 	 665 	 50 	 22 
96年 10月	 2,248 	 411 	 18 	 67 	0	 269 	 672 	 76 	 20 
96年 11月	 1,989 	 357 	 19 	 87 	 1 	 229 	 566 	 68 	 14 
96年 12月	 1,868 	 333 	 16 	 85 	 1 	 199 	 579 	 61 	 26 
97年	 21,746 	 3,892 	 299 	 1,580 	 10 	 2,394 	 6,705 	 726 	 172 
97年 1月	 1,858 	 384 	 28 	 143 	 2 	 200 	 588 	 55 	 15 
97年 2月	 1,601 	 301 	 21 	 224 	0	 128 	 436 	 38 	 13 
97年 3月	 1,798 	 350 	 31 	 201 	 1 	 200 	 482 	 50 	 18 
97年 4月	 1,959 	 355 	 40 	 109 	0	 179 	 522 	 52 	 13 
97年 5月	 1,915 	 385 	 22 	 112 	0	 191 	 566 	 44 	 10 
97年 6月	 1,929 	 392 	 25 	 90 	 2 	 223 	 497 	 53 	 14 
97年 7月	 2,118 	 315 	 35 	 110 	 2 	 194 	 558 	 75 	 20 
97年 8月	 2,158 	 282 	 33 	 150 	 1 	 212 	 575 	 78 	 15 
97年 9月	 1,774 	 346 	 23 	 93 	 1 	 234 	 552 	 66 	 14 
97年 10月	 1,687 	 282 	 18 	 165 	 1 	 215 	 676 	 94 	 20 
97年 11月	 1,527 	 261 	 13 	 80 	0	 212 	 651 	 62 	 11 
97年 12月	 1,422 	 239 	 10 	 103 	0	 206 	 602 	 59 	 9 
98年	 16,250 	 2,502 	 226 	 2,101 	 6 	 2,502 	 7,809 	 829 	 203 
98年 1月	 1,807 	 240 	 21 	 379 	0	 155 	 483 	 47 	 19 
98年 2月	 1,451 	 203 	 30 	 260 	0	 219 	 511 	 47 	 15 
98年 3月	 1,282 	 247 	 18 	 198 	 1 	 220 	 557 	 73 	 16 
98年 4月	 1,275 	 242 	 21 	 190 	0	 179 	 607 	 66 	 13 
98年 5月	 1,348 	 224 	 14 	 136 	0	 187 	 546 	 55 	 12 
98年 6月	 1,203 	 197 	 12 	 130 	 1 	 229 	 579 	 70 	 15 
98年 7月	 1,363 	 212 	 17 	 122 	0	 218 	 744 	 72 	 18 
98年 8月	 1,313 	 249 	 19 	 136 	 1 	 200 	 661 	 66 	 16 
98年 9月	 1,331 	 164 	 13 	 106 	 1 	 199 	 737 	 80 	 23 
98年 10月	 1,358 	 178 	 30 	 155 	0	 265 	 787 	 90 	 18 
98年 11月	 1,244 	 161 	 19 	 154 	 1 	 212 	 714 	 84 	 20 
98年 12月	 1,275 	 185 	 12 	 135 	 1 	 219 	 883 	 79 	 18 
99年	 12,623 	 1,541 	 203 	 1,904 	 3 	 2,615 	 6,335 	 1,178 	 193 
99年 1月	 859 	 151 	 10 	 113 	0	 207 	 806 	 81 	 12 
99年 2月	 1,933 	 164 	 43 	 461 	0	 146 	 631 	 72 	 23 
99年 3月	 915 	 143 	 19 	 126 	0	 250 	 615 	 79 	 14 
99年 4月	 964 	 135 	 19 	 98 	0	 208 	 578 	 103 	 10 
99年 5月	 1,081 	 144 	 12 	 166 	0	 204 	 534 	 93 	 9 
99年 6月	 950 	 122 	 9 	 113 	0	 252 	 570 	 113 	 15 
99年 7月	 1,073 	 107 	 13 	 153 	0	 241 	 468 	 81 	 18 
99年 8月	 1,066 	 115 	 24 	 170 	 1 	 291 	 487 	 108 	 23 
99年 9月	 1,081 	 138 	 21 	 142 	0	 198 	 488 	 102 	 18 
99年 10月	 977 	 148 	 12 	 178 	 1 	 209 	 357 	 113 	 24 
99年 11月	 938 	 88 	 14 	 109 	0	 232 	 405 	 110 	 11 
99年 12月	 786 	 86 	 7 	 75 	 1 	 177 	 396 	 123 	 16 
100年	0	0	0	0	0	0	0	0	0
100年 1月	0	0	0	0	0	0	0	0	0
100年 2月	0	0	0	0	0	0	0	0	0
100年 3月	0	0	0	0	0	0	0	0	0
100年 4月	0	0	0	0	0	0	0	0	0
100年 5月	0	0	0	0	0	0	0	0	0
100年 6月	0	0	0	0	0	0	0	0	0
100年 7月	0	0	0	0	0	0	0	0	0
100年 8月	0	0	0	0	0	0	0	0	0
100年 9月	0	0	0	0	0	0	0	0	0
100年 10月	0	0	0	0	0	0	0	0	0
100年 11月	0	0	0	0	0	0	0	0	0
100年 12月	0	0	0	0	0	0	0	0	0
101年	0	0	0	0	0	0	0	0	0
101年 1月	0	0	0	0	0	0	0	0	0
101年 2月	0	0	0	0	0	0	0	0	0
101年 3月	0	0	0	0	0	0	0	0	0
101年 4月	0	0	0	0	0	0	0	0	0
101年 5月	0	0	0	0	0	0	0	0	0
101年 6月	0	0	0	0	0	0	0	0	0
101年 7月	0	0	0	0	0	0	0	0	0
101年 8月	0	0	0	0	0	0	0	0	0
101年 9月	0	0	0	0	0	0	0	0	0
101年 10月	0	0	0	0	0	0	0	0	0
101年 11月	0	0	0	0	0	0	0	0	0
101年 12月	0	0	0	0	0	0	0	0	0
102年	0	0	0	0	0	0	0	0	0
102年 1月	0	0	0	0	0	0	0	0	0
102年 2月	0	0	0	0	0	0	0	0	0
102年 3月	0	0	0	0	0	0	0	0	0
102年 4月	0	0	0	0	0	0	0	0	0
102年 5月	0	0	0	0	0	0	0	0	0
102年 6月	0	0	0	0	0	0	0	0	0
102年 7月	0	0	0	0	0	0	0	0	0
102年 8月	0	0	0	0	0	0	0	0	0
102年 9月	0	0	0	0	0	0	0	0	0
102年 10月	0	0	0	0	0	0	0	0	0
102年 11月	0	0	0	0	0	0	0	0	0
102年 12月	0	0	0	0	0	0	0	0	0
103年	0	0	0	0	0	0	0	0	0
103年 1月	0	0	0	0	0	0	0	0	0
103年 2月	0	0	0	0	0	0	0	0	0
103年 3月	0	0	0	0	0	0	0	0	0
103年 4月	0	0	0	0	0	0	0	0	0
103年 5月	0	0	0	0	0	0	0	0	0
103年 6月	0	0	0	0	0	0	0	0	0
103年 7月	0	0	0	0	0	0	0	0	0
103年 8月	0	0	0	0	0	0	0	0	0
103年 9月	0	0	0	0	0	0	0	0	0
103年 10月	0	0	0	0	0	0	0	0	0
103年 11月	0	0	0	0	0	0	0	0	0
103年 12月	0	0	0	0	0	0	0	0	0
104年	0	0	0	0	0	0	0	0	0
104年 1月	0	0	0	0	0	0	0	0	0
104年 2月	0	0	0	0	0	0	0	0	0
104年 3月	0	0	0	0	0	0	0	0	0
104年 4月	0	0	0	0	0	0	0	0	0
104年 5月	0	0	0	0	0	0	0	0	0
104年 6月	0	0	0	0	0	0	0	0	0
104年 7月	0	0	0	0	0	0	0	0	0
104年 8月	0	0	0	0	0	0	0	0	0
104年 9月	0	0	0	0	0	0	0	0	0
104年 10月	0	0	0	0	0	0	0	0	0
104年 11月	0	0	0	0	0	0	0	0	0
104年 12月	0	0	0	0	0	0	0	0	0
105年	0	0	0	0	0	0	0	0	0
105年 1月	0	0	0	0	0	0	0	0	0
105年 2月	0	0	0	0	0	0	0	0	0
105年 3月	0	0	0	0	0	0	0	0	0
105年 4月	0	0	0	0	0	0	0	0	0
105年 5月	0	0	0	0	0	0	0	0	0
105年 6月	0	0	0	0	0	0	0	0	0
105年 7月	0	0	0	0	0	0	0	0	0
105年 8月	0	0	0	0	0	0	0	0	0
105年 9月	0	0	0	0	0	0	0	0	0
105年 10月	0	0	0	0	0	0	0	0	0
105年 11月	0	0	0	0	0	0	0	0	0
105年 12月	0	0	0	0	0	0	0	0	0
