時間	妨害名譽	違反就業服務法	違反選罷法	妨害秘密	遺棄	違反貪污治罪條例	瀆職	懲治走私條例	妨害兵役
102年 2月	 2 	0	 1 	0	0	 1 	0	0	0
102年 3月	 1 	0	0	0	0	0	0	0	0
102年 4月	 2 	 1 	0	0	 1 	0	0	0	0
102年 5月	 4 	0	0	0	 1 	0	0	0	0
102年 6月	 4 	 1 	0	0	0	0	0	0	0
102年 7月	 3 	0	0	0	 1 	0	0	0	0
102年 8月	 3 	0	0	0	0	0	0	0	0
102年 9月	 3 	0	0	0	0	0	0	0	0
102年 10月	 4 	0	0	0	0	0	0	0	0
102年 11月	 1 	0	0	0	0	0	0	0	0
102年 12月	 3 	0	0	0	0	0	0	0	0
103年	 33 	0	 40 	 1 	 3 	0	0	0	0
103年 1月	 4 	0	0	0	0	0	0	0	0
103年 2月	 3 	0	0	0	0	0	0	0	0
103年 3月	 4 	0	0	0	0	0	0	0	0
103年 4月	 4 	0	0	0	 2 	0	0	0	0
103年 5月	 2 	0	0	0	0	0	0	0	0
103年 6月	 3 	0	0	0	 1 	0	0	0	0
103年 7月	 3 	0	0	 1 	0	0	0	0	0
103年 8月	 4 	0	0	0	0	0	0	0	0
103年 9月	0	0	0	0	0	0	0	0	0
103年 10月	 2 	0	 4 	0	0	0	0	0	0
103年 11月	 1 	0	 3 	0	0	0	0	0	0
103年 12月	 3 	0	 33 	0	0	0	0	0	0
104年	 36 	0	 4 	 1 	 1 	0	0	0	0
104年 1月	 3 	0	0	0	0	0	0	0	0
104年 2月	 1 	0	 2 	0	0	0	0	0	0
104年 3月	 4 	0	0	 1 	0	0	0	0	0
104年 4月	 6 	0	0	0	0	0	0	0	0
104年 5月	 2 	0	0	0	 1 	0	0	0	0
104年 6月	 2 	0	0	0	0	0	0	0	0
104年 7月	 3 	0	0	0	0	0	0	0	0
104年 8月	 3 	0	 1 	0	0	0	0	0	0
104年 9月	 8 	0	0	0	0	0	0	0	0
104年 10月	 2 	0	0	0	0	0	0	0	0
104年 11月	 1 	0	0	0	0	0	0	0	0
104年 12月	 1 	0	 1 	0	0	0	0	0	0
105年	 21 	0	 2 	 5 	 2 	0	0	0	0
105年 1月	 1 	0	 2 	0	0	0	0	0	0
105年 2月	0	0	0	0	0	0	0	0	0
105年 3月	 4 	0	0	0	0	0	0	0	0
105年 4月	0	0	0	 1 	0	0	0	0	0
105年 5月	 2 	0	0	 1 	0	0	0	0	0
105年 6月	 5 	0	0	0	 1 	0	0	0	0
105年 7月	 4 	0	0	0	0	0	0	0	0
105年 8月	 1 	0	0	0	0	0	0	0	0
105年 9月	 1 	0	0	 1 	0	0	0	0	0
105年 10月	 2 	0	0	0	0	0	0	0	0
105年 11月	 1 	0	0	 2 	 1 	0	0	0	0
105年 12月	0	0	0	0	0	0	0	0	0
